participant_id,sample_id,timestamp,segment_id,BPM,ECG,RESP,label
1,0,43500,9,-1.0460373,0.27330694,-0.18042588,0.5673
1,0,44000,9,-1.0277237,-0.31724066,-0.44428137,0.5645
1,0,44500,9,-0.99403846,0.17682578,-0.4649224,0.5611
1,0,45000,9,-0.7996081,0.17581058,-0.052407432,0.5571
1,0,45500,9,-0.72802836,-0.16359366,-0.49765727,0.5522
1,0,46000,9,-0.72062033,-0.042573918,-0.98921925,0.5465
1,0,46500,9,-0.6572719,0.0142535195,-0.61513954,0.5399
1,0,47000,9,-0.5931787,-0.03541585,0.5842672,0.5329
1,0,47500,9,-0.5109421,-0.4813733,0.99166745,0.5253
1,0,48000,9,-0.38924706,0.17543457,0.85417384,0.5177
1,0,48500,9,-0.5143814,0.16325693,0.6844344,0.5098
1,0,49000,9,-0.5607883,0.1514929,0.3831446,0.5018
1,0,49500,9,-0.57301384,0.039826103,0.23447897,0.494
1,0,50000,9,-0.6553042,-0.018007131,0.0060963263,0.4859
1,0,50500,9,-0.6194801,0.24425636,-0.05532168,0.4783
1,0,51000,10,-0.5732228,-0.39328632,0.3331729,0.4714
1,0,51500,10,-0.5058775,0.075461335,0.697783,0.4651
1,0,52000,10,-0.3087125,-0.29680514,0.6264737,0.4596
1,0,52500,10,-0.38410184,0.01194583,0.49471113,0.4548
1,0,53000,10,-0.45558238,-0.19522922,0.39339593,0.4508
1,0,53500,10,-0.5296056,-0.0055098897,0.3682827,0.4475
1,0,54000,10,-0.6295334,0.14994189,0.27607036,0.4451
1,0,54500,10,-0.7092367,0.16151795,0.19477029,0.4435
1,0,55000,10,-0.8043864,-0.13623509,0.08660502,0.4425
1,0,55500,10,-0.9378236,0.3661456,0.058030706,0.4419
1,0,56000,10,-0.9019022,0.011471132,0.046784583,0.4417
1,0,56500,11,-0.8196876,-0.45457873,0.03739492,0.442
1,0,57000,11,-0.68552524,-0.243404,0.12177614,0.4426
1,0,57500,11,-0.43069765,-0.28837338,0.20784107,0.4433
1,0,58000,11,-0.26137483,-0.6067217,0.2184029,0.444
1,0,58500,11,-0.18740958,-0.23687573,0.20978302,0.4446
1,0,59000,11,-0.16990528,0.18249865,0.15569717,0.4453
1,0,59500,11,-0.38261044,0.19994496,0.088580236,0.4458
1,0,60000,11,-0.58074445,0.18887651,0.015660781,0.4462
1,0,60500,11,-0.92340493,0.13986984,0.014683823,0.4465
1,0,61000,12,-1.1292789,0.5659182,-0.057618175,0.4468
1,0,61500,12,-1.2391624,-0.42358705,-0.09170116,0.447
1,0,62000,12,-1.4546374,0.09221676,-0.28111163,0.4468
1,0,62500,12,-1.4817735,-0.4798082,-0.20307423,0.4461
1,0,63000,12,-1.4065148,-0.11622258,-0.31045574,0.4453
1,0,63500,12,-1.3735825,0.12400271,-0.20579414,0.4443
1,0,64000,12,-1.3249992,-0.38393804,-0.2640633,0.4431
1,0,64500,12,-1.218176,0.06837377,0.01035462,0.4415
1,0,65000,12,-1.0686169,-0.16376287,0.04362143,0.4395
1,0,65500,12,-0.7992582,-0.08362353,0.0012304968,0.4368
1,0,66000,12,-0.8604001,0.066742875,-0.04571637,0.4335
1,0,66500,12,-0.87779135,-0.2200404,-0.15990128,0.4292
1,0,67000,12,-0.8845784,-0.028549183,-0.55418986,0.4237
1,0,67500,12,-0.8304595,0.07460594,-0.8424125,0.4169
1,0,68000,12,-0.8472043,-0.44218957,-1.0669477,0.4091
1,0,68500,12,-0.90409464,-0.5862956,-1.8179779,0.4001
1,0,69000,12,-0.8274882,-0.40356985,-0.7027968,0.3901
1,0,69500,12,-0.73576456,-0.35133898,-0.13268152,0.3794
1,0,70000,12,-0.6397669,-0.46476358,0.6560209,0.3681
1,0,70500,12,-0.7098864,-0.267388,0.66200465,0.3563
1,0,71000,12,-0.74594736,0.2566643,0.34673503,0.3443
1,0,71500,12,-0.6826312,-0.68061477,-0.4634736,0.333
1,0,72000,12,-0.7419099,-0.25185457,-1.033757,0.3222
1,0,72500,13,-0.7148229,-0.19952029,0.4710365,0.3121
1,0,73000,13,-0.6554414,-0.1757995,0.73000103,0.3029
1,0,73500,13,-0.6218063,-0.14011727,0.409507,0.2947
1,0,74000,13,-0.611303,-0.09491758,0.35730535,0.2875
1,0,74500,13,-0.5401314,0.24929003,-0.25267974,0.2818
1,0,75000,13,-0.5207274,-0.64039236,-0.29130667,0.2775
1,0,75500,13,-0.7366097,0.14327262,-2.610062,0.2745
1,0,76000,13,-0.706296,0.07302675,0.7937646,0.273
1,0,76500,13,-0.67726886,-0.23484063,0.97968626,0.2729
1,0,77000,13,-0.63862675,-0.16654524,0.78920454,0.2745
1,0,77500,13,-0.7440655,0.08515269,-1.0750275,0.2781
1,0,78000,13,-0.6849879,-0.17159772,0.69118327,0.2833
1,0,78500,14,-0.59344965,-0.101046346,0.66529006,0.2898
1,0,79000,14,-0.78817755,-0.24767627,0.573059,0.2967
1,0,79500,14,-0.8451455,0.03782391,0.46271804,0.3039
1,0,80000,14,-0.90409464,-0.6498205,0.37017098,0.3117
1,0,80500,14,-1.0251602,0.262121,0.2387504,0.3197
1,0,81000,14,-1.0249696,0.12495211,0.29311725,0.3281
1,0,81500,14,-1.0078375,-0.05551296,0.2589473,0.3367
1,0,82000,14,-1.126064,0.2126255,0.09343293,0.3458
1,0,82500,14,-1.1423166,-0.12763883,0.21295142,0.3557
1,0,83000,15,-1.0396241,0.08155721,0.32856148,0.3666
1,0,83500,15,-1.0225358,-0.07854285,0.2996948,0.3785
1,0,84000,15,-1.015566,-0.34413862,0.20314127,0.391
1,0,84500,15,-1.08406,0.06316619,0.11277253,0.4041
1,0,85000,15,-1.0629084,0.4075806,0.055474795,0.4188
1,0,85500,15,-1.0396241,-0.29902825,-0.09405485,0.4337
1,0,86000,15,-0.95169157,0.3239539,-0.51079136,0.4484
1,0,86500,15,-0.8970128,0.37461966,-0.82013524,0.4629
1,0,87000,15,-0.83989656,-0.19732541,-1.0274893,0.4771
1,0,87500,16,-0.8299202,-0.72605884,-0.40741515,0.4909
1,0,88000,16,-0.7754338,-0.7221156,0.20207298,0.5043
1,0,88500,16,-0.7329802,-1.1143006,0.14853513,0.5172
1,0,89000,16,-0.7471955,0.11672714,0.014108969,0.5297
1,0,89500,16,-0.9063463,0.7074298,0.00012135023,0.5415
1,0,90000,16,-1.0435942,-0.11804147,-0.51529884,0.5524
1,0,90500,16,-0.95671195,-0.77446866,0.18185097,0.5617
1,0,91000,16,-0.7378862,-0.57462084,0.25099623,0.5698
1,0,91500,16,-0.6106083,-1.2340702,0.060080044,0.5766
1,0,92000,17,-0.6553042,-0.3323558,-0.0041095144,0.582
1,0,92500,17,-0.61911243,0.1486823,0.24713625,0.5839
1,0,93000,17,-0.62605476,-0.065580316,0.26314783,0.5842
1,0,93500,17,-0.64976084,-1.19021,0.19228938,0.5835
1,0,94000,17,-0.8405567,-0.63014174,0.12330899,0.5818
1,0,94500,17,-0.84023374,-0.15359211,0.07418322,0.5795
1,0,95000,17,-0.81460106,-0.35362318,0.0017709176,0.5769
1,0,95500,17,-0.81949437,0.5682353,-0.12397992,0.5741
1,0,96000,17,-0.82457113,-0.1310839,-0.09089257,0.5713
1,0,96500,17,-0.82609105,-1.5838848,0.09325727,0.5682
1,0,97000,17,-0.7366097,-1.0691243,0.3667948,0.5646
1,0,97500,18,-0.64355564,-0.14347775,0.35363504,0.5602
1,0,98000,18,-0.6206642,0.18723622,0.23600832,0.5552
1,0,98500,18,-0.72062033,0.7227753,0.092627555,0.5495
1,0,99000,18,-0.80470425,0.112628765,-0.030010901,0.5433
1,0,99500,18,-0.8599653,-0.7628127,-0.049939938,0.5353
1,0,100000,18,-0.95671195,-0.036821146,0.20629159,0.5273
1,0,100500,18,-0.8070722,-0.09228089,0.21284579,0.5186
1,0,101000,18,-0.8051923,-0.3041841,0.18005988,0.5091
1,0,101500,19,-0.9754723,0.098195136,0.048698816,0.4987
1,0,102000,19,-0.9140716,0.65987545,-0.059292544,0.4873
1,0,102500,19,-0.871357,-0.05745875,-0.15761499,0.4746
1,0,103000,19,-0.81460106,-1.307465,-0.41132388,0.4605
1,0,103500,19,-0.7014828,-1.4528494,-1.1812116,0.4449
1,0,104000,19,-0.646155,-0.95049226,-0.8954376,0.4279
1,0,104500,19,-0.596854,-0.4367047,-0.79998153,0.4097
1,0,105000,19,-0.4939084,0.9633107,-2.0265777,0.3911
1,0,105500,19,-0.4298999,0.86905736,-2.4534435,0.3719
1,0,106000,19,-0.41580617,0.7401041,-1.0266927,0.3519
1,0,106500,19,-0.42805505,0.22864774,-2.143937,0.3309
1,0,107000,19,-0.44531763,0.6020234,1.5329701,0.3117
1,0,107500,19,-0.34775102,-0.49549672,0.817153,0.2933
1,0,108000,19,-0.33932126,-0.6210567,0.9884993,0.2762
1,0,108500,19,-0.3743326,-0.784442,0.91314006,0.2608
1,0,109000,19,-0.45757377,0.6214531,0.19712457,0.2474
1,0,109500,19,-0.53213394,0.7786909,-0.33284846,0.2361
1,0,110000,19,-0.57633066,-0.5918087,-0.1945343,0.227
1,0,110500,19,-0.6105124,-1.083262,-0.7252978,0.2206
1,0,111000,19,-0.6619891,-0.34411043,-2.133798,0.2171
1,0,111500,19,-0.6243637,0.30856147,-1.649748,0.2169
1,0,112000,19,-0.5832285,-0.02283401,-1.4374405,0.2201
1,0,112500,20,-0.5588783,0.67726064,-1.5379938,0.2267
1,0,113000,20,-0.50677246,0.2579803,0.7784682,0.2367
1,0,113500,20,-0.44709095,0.15777676,1.9935734,0.2502
1,0,114000,20,-0.37796634,-0.5236543,2.034787,0.2675
1,0,114500,20,-0.29892564,-0.18647316,1.7821227,0.2884
1,0,115000,20,-0.2630802,-1.6796516,1.437682,0.3109
1,0,115500,20,-0.32395378,-1.2563763,1.0965551,0.3345
1,0,116000,20,-0.40367547,-1.19256,0.6821496,0.3589
1,0,116500,20,-0.52369964,-0.35684738,0.7244533,0.3837
1,0,117000,20,-0.6622598,-0.017071836,0.735356,0.4087
1,0,117500,20,-0.715736,0.57693964,0.43407252,0.4341
1,0,118000,20,-0.7471955,0.2586101,-0.41407004,0.4591
1,0,118500,20,-0.6507933,0.40002775,0.12385728,0.4837
1,0,119000,20,-0.67471105,-0.20384897,0.31185105,0.5075
1,0,119500,20,-0.7004797,-1.9798768,0.40387288,0.5303
1,0,120000,20,-0.66083187,-1.2380228,0.40612823,0.5517
1,0,120500,20,-0.68270373,-0.4427724,0.3594638,0.5718
1,0,121000,20,-0.7265856,-0.06380842,0.26730835,0.5907
1,0,121500,20,-0.8943625,0.5534961,0.2067786,0.6081
1,0,122000,20,-1.0185223,0.31329903,0.16373374,0.6228
1,0,122500,21,-1.114504,-1.8145127,0.13823447,0.6366
1,0,123000,21,-1.2530684,-0.92450136,0.079302624,0.6492
1,0,123500,21,-1.2869296,-0.8271178,0.07841145,0.6607
1,0,124000,21,-1.3736687,0.098589934,0.01888259,0.6716
1,0,124500,21,-1.3365258,0.8145846,-0.07954461,0.6816
1,0,125000,21,-1.2943037,0.11128927,-0.13958997,0.6906
1,0,125500,21,-1.2563949,0.671193,-0.18248397,0.699
1,0,126000,22,-1.2141246,-0.03968343,-0.101319306,0.7064
1,0,126500,22,-1.0928129,0.48432186,0.35111794,0.7127
1,0,127000,22,-0.7629128,0.27670032,0.40772235,0.718
1,0,127500,22,-0.6928225,-0.24684907,0.26741165,0.7223
1,0,128000,22,-0.72062033,-0.25988212,0.06770401,0.7252
1,0,128500,22,-0.6201367,-0.36075774,0.057903185,0.7267
1,0,129000,22,-0.5685703,0.24290277,0.32577622,0.7271
1,0,129500,22,-0.5460458,0.20111996,0.29343677,0.7261
1,0,130000,22,-0.5877293,-0.17370802,0.19041803,0.724
1,0,130500,22,-0.6859286,-0.98961484,0.13883674,0.7211
1,0,131000,22,-0.7776065,-0.6735977,0.09618144,0.7179
1,0,131500,22,-0.99865,-0.043875813,-0.03185189,0.714
1,0,132000,22,-1.0340253,0.9327844,-0.17018269,0.7095
1,0,132500,22,-1.0299017,0.3002284,-0.30825758,0.7045
1,0,133000,22,-0.8943625,0.57457083,-0.32151014,0.6985
1,0,133500,22,-0.81850916,0.42228213,-0.26306474,0.692
1,0,134000,22,-0.70997965,-0.8595195,-0.049826138,0.6849
1,0,134500,22,-0.54722035,-1.1740185,0.17158647,0.6772
1,0,135000,22,-0.36456728,-0.8901633,0.11973059,0.6689
1,0,135500,22,-0.42113793,0.076095834,-0.06320914,0.6599
1,0,136000,22,-0.45891112,-0.060960233,-0.123431034,0.6504
1,0,136500,22,-0.47582182,-0.23305464,-0.12534148,0.6403
1,0,137000,22,-0.56327564,-0.00755908,-0.2319386,0.6298
1,0,137500,22,-0.6291176,0.24128127,-0.52106225,0.6187
1,0,138000,22,-0.67365795,-0.3117464,-1.518572,0.6072
1,0,138500,22,-0.56468195,-0.18984304,-2.8589947,0.5951
1,0,139000,22,-0.53837466,-0.60461146,-2.6881094,0.5822
1,0,139500,22,-0.5296056,-0.36715913,-2.524153,0.5688
1,0,140000,22,-0.5296056,-0.08182344,-1.9659554,0.5551
1,0,140500,22,-0.6309673,0.12127673,1.3596677,0.5415
1,0,141000,22,-0.57373065,0.08511979,1.4247426,0.5281
1,0,141500,22,-0.5234047,-0.5197674,0.8184062,0.5153
1,0,142000,22,-0.48789737,0.48622066,0.13291837,0.5031
1,0,142500,22,-0.4986773,0.4549329,0.9570087,0.4919
1,0,143000,22,-0.4625639,-0.07089129,0.8896023,0.4822
1,0,143500,22,-0.43961635,-0.6927971,0.7359813,0.4737
1,0,144000,22,-0.46367455,-0.56172884,-0.27497792,0.4669
1,0,144500,22,-0.59664327,-1.9012133,-0.2005227,0.4618
1,0,145000,22,-0.6155534,-0.76026064,-0.1257853,0.4585
1,0,145500,23,-0.593557,-0.17936678,0.7996462,0.4567
1,0,146000,23,-0.5058775,0.42221633,1.0933074,0.4567
1,0,146500,23,-0.45770893,0.24564755,0.9368926,0.4585
1,0,147000,23,-0.48380634,0.041071597,0.73902565,0.4623
1,0,147500,23,-0.5704688,0.04457308,0.5874239,0.4677
1,0,148000,23,-0.60305375,0.49278653,0.36952755,0.4751
1,0,148500,23,-0.661376,0.2128793,0.3158972,0.4837
1,0,149000,23,-0.7190313,-0.3297426,0.22956207,0.4935
1,0,149500,23,-0.8499194,-0.2193965,0.044515226,0.5042
1,0,150000,23,-0.8987834,0.07251915,-0.14542721,0.5158
1,1,150500,23,-0.9431253,-0.25302956,-0.6475473,0.5281
1,1,151000,23,-0.8095007,-0.24757287,0.36596406,0.5408
1,1,151500,23,-0.73954046,0.04692777,0.27205572,0.5535
1,1,152000,23,-0.6926833,-0.6138469,0.17723171,0.5663
1,1,152500,23,-0.6882375,-0.121176355,-0.25314984,0.5788
1,1,153000,23,-0.69234633,-0.16877304,-0.9590371,0.5913
1,1,153500,24,-0.66390115,-0.2867566,-1.0999717,0.6031
1,1,154000,24,-0.6105124,-0.22646998,-1.706805,0.6143
1,1,154500,24,-0.5598077,-0.10670042,0.676701,0.6247
1,1,155000,24,-0.44726095,-0.68773997,0.42801148,0.6345
1,1,155500,24,-0.41246843,-2.1730976,-0.027183322,0.6433
1,1,156000,24,-0.46367455,-0.53331745,-0.4166563,0.6511
1,1,156500,25,-0.38999134,0.060628206,-0.13373931,0.6576
1,1,157000,25,-0.4058181,0.87253064,0.66715264,0.6631
1,1,157500,25,-0.45511034,-0.12196595,0.6049161,0.6669
1,1,158000,25,-0.5588783,-0.9157359,0.44371957,0.6691
1,1,158500,25,-0.8267662,-0.17682411,0.2609129,0.6697
1,1,159000,25,-0.9296956,-0.3526879,0.12522118,0.6689
1,1,159500,25,-1.0215303,-0.00542529,0.05036531,0.6669
1,1,160000,25,-1.0333275,0.74704593,-0.34805846,0.6638
1,1,160500,25,-1.0153105,0.002578773,-0.5016809,0.6597
1,1,161000,25,-0.8796668,-0.0893575,-0.8725059,0.6549
1,1,161500,26,-0.7399234,-0.048326693,-1.2700788,0.6497
1,1,162000,26,-0.6429618,-0.5595762,0.33025602,0.6442
1,1,162500,26,-0.5582705,-1.1751324,0.7137429,0.6384
1,1,163000,26,-0.45757377,-1.1189911,0.5734734,0.6325
1,1,163500,26,-0.5071312,0.40032855,-0.013846134,0.6267
1,1,164000,26,-0.5498673,-0.24291049,-0.3751799,0.6218
1,1,164500,26,-0.59344965,0.043717682,-0.22682737,0.6177
1,1,165000,26,-0.65835726,0.4552196,-0.11227304,0.6148
1,1,165500,26,-0.6784977,0.4487853,0.018435253,0.6137
1,1,166000,27,-0.68527216,-0.04897529,0.93040586,0.6141
1,1,166500,27,-0.56468195,-0.92896163,0.9228834,0.6161
1,1,167000,27,-0.46954036,-0.64175534,0.79074,0.6197
1,1,167500,27,-0.49138957,-0.45116183,0.5754287,0.6246
1,1,168000,27,-0.66083187,0.3875587,0.41782984,0.6307
1,1,168500,27,-0.79602194,0.4548342,0.2968961,0.6381
1,1,169000,27,-0.8160088,0.17655317,0.31030974,0.6462
1,1,169500,27,-0.78895956,-0.012653857,0.31860456,0.655
1,1,170000,27,-0.9377967,-0.31261116,0.2828084,0.664
1,1,170500,27,-0.99548095,-0.91128033,0.109269425,0.6729
1,1,171000,28,-1.0664207,-0.33673617,0.015665451,0.6811
1,1,171500,28,-1.0548384,0.27206615,-3.4445457,0.6884
1,1,172000,28,-0.990426,-0.40229145,-1.1592044,0.6952
1,1,172500,28,-0.7577229,0.33375806,-0.18525611,0.7008
1,1,173000,28,-0.6950099,0.16967711,0.17208692,0.705
1,1,173500,28,-0.6904486,-0.831,0.4566768,0.7081
1,1,174000,28,-0.71526086,-1.384413,0.36438248,0.7099
1,1,174500,28,-0.8350803,-0.45257652,0.30340362,0.7106
1,1,175000,28,-0.91796404,-0.61995685,0.25702986,0.7102
1,2,175500,29,-1.088442,-0.27502075,0.22585265,0.7087
1,2,176000,29,-1.1059035,0.27109325,0.37309515,0.7062
1,2,176500,29,-1.087276,-0.20753846,0.6548239,0.7027
1,2,177000,29,-0.9329838,-0.30349323,0.5889101,0.6981
1,2,177500,29,-0.95055765,-0.22315648,0.4385094,0.6927
1,2,178000,29,-0.95637,-0.41481692,0.2773292,0.6868
1,2,178500,29,-0.9137753,0.53505343,0.19342303,0.6808
1,2,179000,29,-0.8507005,0.70452994,0.15671147,0.6749
1,2,179500,29,-0.81460106,-0.20298418,0.031787906,0.6685
1,2,180000,29,-0.81460106,0.3868255,-0.10033914,0.6622
1,2,180500,29,-0.7701127,0.37069988,-0.2076576,0.6559
1,2,181000,29,-0.73553383,-0.049379487,0.03535404,0.6495
1,2,181500,29,-0.6936725,-0.53040814,-0.054612596,0.6431
1,2,182000,29,-0.6451221,-0.9502713,-0.07586934,0.6366
1,2,182500,29,-0.5760262,-0.5579171,0.25708327,0.6299
1,2,183000,29,-0.4940649,-0.44184178,0.47462422,0.6229
1,2,183500,29,-0.39555243,0.41276938,0.37126875,0.6159
1,2,184000,30,-0.5019146,0.41949505,0.25699863,0.6087
1,2,184500,30,-0.57219887,0.2790362,0.17884363,0.6021
1,2,185000,30,-0.63862675,0.0062447563,-0.023908116,0.5955
1,2,185500,30,-0.7592347,0.13579966,-0.24009247,0.5887
1,2,186000,30,-0.81382036,0.11457456,-0.65891683,0.582
1,2,186500,30,-0.8681625,-0.16020498,-2.396711,0.5753
1,2,187000,30,-0.7786045,-0.044218913,-0.7668446,0.5687
1,2,187500,30,-0.7315332,0.4292475,-0.48347968,0.5629
1,2,188000,31,-0.66754884,-0.20374557,0.5408797,0.558
1,2,188500,31,-0.55305785,0.31250474,0.58458614,0.5537
1,2,189000,31,-0.5178541,0.18318954,0.32444707,0.5501
1,2,189500,31,-0.56838447,0.27312362,0.1522603,0.5474
1,2,190000,31,-0.63862675,-0.44234937,-1.414852,0.5459
1,2,190500,31,-0.7671559,-0.6786455,-2.9003737,0.5451
1,2,191000,31,-0.6356695,0.2547984,0.6518376,0.5454
1,2,191500,31,-0.5154354,0.16559753,0.9834704,0.5465
1,2,192000,31,-0.42058447,0.22963943,0.77970606,0.5477
1,2,192500,31,-0.61647314,-0.5482164,0.28808042,0.5495
1,2,193000,31,-0.6442017,-1.173102,-0.18807901,0.5519
1,2,193500,31,-0.6453531,-0.62475085,0.50174594,0.5546
1,2,194000,31,-0.666344,0.2778847,0.52923036,0.5577
1,2,194500,31,-0.71534,0.7514498,0.3558793,0.5609
1,2,195000,31,-0.7395952,0.016730407,0.28389478,0.5635
1,2,195500,31,-0.70449686,0.47752568,0.25535113,0.5656
1,2,196000,31,-0.7164282,0.2586289,0.21895063,0.5673
1,2,196500,31,-0.7635533,-0.27275535,0.18239489,0.5687
1,2,197000,32,-0.90409464,0.004322465,0.1585697,0.5694
1,2,197500,32,-1.0203522,0.22207247,0.017794743,0.5693
1,2,198000,32,-1.0784322,-0.28971758,-3.787479,0.5687
1,2,198500,32,-1.0215303,0.33540303,-0.96811366,0.5673
1,2,199000,32,-1.0263193,0.32667047,0.15209864,0.5653
1,2,199500,32,-1.0306003,-1.5734086,0.47377944,0.5627
1,2,200000,32,-1.1122823,-0.97312266,0.41481405,0.5596
1,3,200500,32,-1.1424729,-0.54736567,0.33433104,0.5564
1,3,201000,32,-1.2027215,0.31036624,0.28628552,0.5531
1,3,201500,32,-1.2180334,0.96199006,0.25020662,0.5498
1,3,202000,32,-1.2271036,0.28075638,-1.5303173,0.5465
1,3,202500,32,-1.2540419,0.7037873,-3.210124,0.5434
1,3,203000,33,-0.98927045,0.27655932,-0.23284407,0.5407
1,3,203500,33,-0.7189368,-1.7714093,-0.19508377,0.5384
1,3,204000,33,-0.5704688,-0.8033077,0.7183429,0.5365
1,3,204500,33,-0.5391676,0.005784158,0.9526343,0.5352
1,3,205000,33,-0.54314506,0.31393355,1.3289919,0.5347
1,3,205500,33,-0.5628681,0.43797067,1.4401826,0.5347
1,3,206000,33,-0.49990174,0.6796529,1.3393514,0.5353
